gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,customerID - Copy,Multiple lines,Streaming Tv,Tenure Band,Customer Type,Risk Type
Female,0,No,No,1,Yes,Dsl,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,55.4,55.4,Yes,3063-Qfszl,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Fiber Optic,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,79.25,79.25,Yes,2868-Mzagq,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,No,Dsl,No,No,No,No,Yes,Month-To-Month,No,Mailed Check,35.05,35.05,Yes,3751-Ktzel,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,56.25,56.25,Yes,5909-Echui,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Fiber Optic,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,95.45,95.45,Yes,0295-Pphdo,Yes,Yes,0-6 Months,New Customer,High Risk
Male,1,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),45.25,45.25,No,3413-Bmnze,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),24.8,24.8,Yes,6366-Zgqgl,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),49.95,49.95,Yes,3334-Cthol,Yes,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),46.2,46.2,Yes,3669-Oysji,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),44.05,44.05,No,3961-Sxaxy,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),49.8,49.8,No,7442-Ygzfk,Yes,No,0-6 Months,New Customer,High Risk
Male,0,No,Yes,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),69.75,69.75,Yes,1084-Uqchv,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),43.95,43.95,No,1895-Qtkdo,No,No,0-6 Months,New Customer,High Risk
Male,1,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),69.5,69.5,Yes,5186-Samnz,No,No,0-6 Months,New Customer,High Risk
Male,0,Yes,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),74.6,74.6,Yes,3746-Eubyr,Yes,No,0-6 Months,New Customer,High Risk
Male,0,Yes,Yes,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),69.95,69.95,No,2920-Rncez,No,No,0-6 Months,New Customer,High Risk
Female,0,Yes,Yes,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),44.35,44.35,Yes,6142-Vsjqo,No,No,0-6 Months,New Customer,High Risk
Female,0,Yes,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),79.35,79.35,Yes,9507-Exltt,No,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),44.9,44.9,Yes,4847-Qnoka,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),55,55,Yes,4351-Qlcsu,No,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),69.7,69.7,Yes,4501-Eqdrn,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),45.1,45.1,Yes,3926-Cuqzx,No,No,0-6 Months,New Customer,High Risk
Female,1,Yes,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,70.45,70.45,Yes,0390-Dcfdq,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,45.3,45.3,No,6582-Oivsp,No,No,0-6 Months,New Customer,High Risk
Female,0,Yes,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,55.2,55.2,Yes,2232-Dmlxu,No,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,No,Mailed Check,70.6,70.6,Yes,5940-Ahuhd,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,25.35,25.35,No,6158-Hdpxz,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,No,Mailed Check,69.55,69.55,Yes,4110-Pfeuz,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,45.6,45.6,No,9244-Zvapm,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,45.7,45.7,Yes,0887-Hjgar,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,75.05,75.05,Yes,3276-Hdueg,Yes,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,No,Mailed Check,71.1,71.1,No,8040-Mnrtf,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,44.4,44.4,Yes,6982-Sshfk,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,45.7,45.7,Yes,9117-Shlzx,No,No,0-6 Months,New Customer,High Risk
Male,0,Yes,Yes,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,45.85,45.85,Yes,3165-Hdoew,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,45.05,45.05,Yes,2833-Slkdq,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,25.15,25.15,No,7537-Rbwea,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,25.8,25.8,Yes,0661-Xeyan,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,45.85,45.85,Yes,4237-Rlaqd,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,45.95,45.95,Yes,7054-Lgeqw,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,45.1,45.1,Yes,4193-Orfcl,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,45.3,45.3,Yes,7065-Yunry,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,70.6,70.6,No,8309-Ieyjd,No,No,0-6 Months,New Customer,High Risk
Female,0,No,Yes,1,No,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,24.7,24.7,No,2538-Oimxf,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,44.45,44.45,No,5858-Eafcz,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,No,Mailed Check,70.9,70.9,Yes,0151-Ontov,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,71.55,71.55,Yes,6140-Qnrqq,No,No,0-6 Months,New Customer,High Risk
Female,0,No,Yes,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,45.95,45.95,Yes,5103-Mhmhy,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,50.1,50.1,Yes,4749-Vfkvb,Yes,No,0-6 Months,New Customer,High Risk
Female,0,Yes,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,55.3,55.3,No,3518-Pzxzq,No,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,44.6,44.6,No,4146-Svfud,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,45.05,45.05,Yes,5696-Qurrl,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,45.4,45.4,Yes,5692-Fptah,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,25.1,25.1,Yes,6032-Igaln,No,No,0-6 Months,New Customer,High Risk
Female,0,Yes,Yes,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,69.1,69.1,Yes,1086-Lxkfy,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,46.3,46.3,Yes,7593-Xfkdi,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,70.6,70.6,No,9617-Ingjy,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,44.95,44.95,No,8950-Mtznv,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,44.9,44.9,No,8710-Yglwg,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,50.75,50.75,No,2103-Zrxfn,Yes,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,24.45,24.45,Yes,9136-Alybr,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,25.2,25.2,Yes,8260-Ngfny,No,No,0-6 Months,New Customer,High Risk
Male,1,Yes,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,No,Mailed Check,70.85,70.85,Yes,0812-Wuptb,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,45.35,45.35,No,7754-Ixrmc,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,69.95,69.95,Yes,3066-Rrjio,No,No,0-6 Months,New Customer,High Risk
Male,0,No,Yes,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,70.45,70.45,Yes,0515-Ypmcw,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,44.75,44.75,No,2672-Ojqzp,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,50.55,50.55,Yes,9058-Cbreo,Yes,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,24.4,24.4,No,9895-Vfoxh,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,70.7,70.7,No,5032-Miykt,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,44.45,44.45,Yes,6595-Cokxz,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,No,Mailed Check,71.1,71.1,Yes,0511-Jteoy,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,45.15,45.15,No,7252-Ntgss,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,74.45,74.45,Yes,2982-Ihmft,Yes,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,70.15,70.15,Yes,2619-Wfqwu,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,53.55,53.55,Yes,4929-Bstrx,No,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,71.35,71.35,Yes,8042-Jvnfh,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,70.15,70.15,Yes,9985-Mwvix,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,44,44,No,9214-Ekvxr,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,44.3,44.3,No,0082-Ldzue,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,24.9,24.9,No,4367-Nhwmm,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,25.7,25.7,Yes,1496-Ggsuk,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,24.4,24.4,No,3439-Gvusx,No,No,0-6 Months,New Customer,High Risk
Male,0,Yes,Yes,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,69.9,69.9,Yes,1062-Lhzod,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,43.95,43.95,Yes,3085-Quozk,No,No,0-6 Months,New Customer,High Risk
Male,0,No,Yes,1,No,Dsl,No,No,No,No,No,Month-To-Month,No,Mailed Check,24.2,24.2,No,5351-Qesio,No,No,0-6 Months,New Customer,High Risk
Male,0,Yes,Yes,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,70.65,70.65,Yes,1122-Jwtjw,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,45.65,45.65,Yes,2135-Rxihg,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,25.25,25.25,No,4195-Nzgta,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,44.8,44.8,No,8705-Wzcyl,No,No,0-6 Months,New Customer,High Risk
Male,0,No,Yes,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,44,44,No,5522-Jbwmo,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,24.6,24.6,Yes,9227-Lunbg,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,45.3,45.3,Yes,5552-Znfsj,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,25.2,25.2,Yes,1768-Zaifu,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,50.45,50.45,Yes,7767-Uxagj,Yes,No,0-6 Months,New Customer,High Risk
Male,0,No,Yes,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,50.05,50.05,No,8445-Dnbae,Yes,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,43.8,43.8,No,1478-Vpoad,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,34.7,34.7,Yes,0375-Hvgxo,No,Yes,0-6 Months,New Customer,High Risk
Male,1,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,45.1,45.1,Yes,8080-Ddemj,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,45.15,45.15,Yes,1612-Eohdh,No,No,0-6 Months,New Customer,High Risk
Female,0,Yes,Yes,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,45.7,45.7,Yes,9828-Aoqlm,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,50.1,50.1,No,0248-Ipdfw,Yes,No,0-6 Months,New Customer,High Risk
Male,1,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,45.2,45.2,No,4706-Dgahw,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,44.75,44.75,No,4373-Vvhql,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,44,44,No,1942-Oqfrw,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,50.15,50.15,No,2740-Tvlfn,Yes,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,45.3,45.3,Yes,5077-Dxtcg,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,24.4,24.4,No,7365-Bvcjh,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,45.65,45.65,Yes,6128-Czomy,No,No,0-6 Months,New Customer,High Risk
Male,1,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,46.3,46.3,No,6185-Tasnn,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,25.25,25.25,Yes,0612-Rtzza,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,45.8,45.8,Yes,7825-Gkxmw,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,45.75,45.75,Yes,7359-Ptsxy,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,42.9,42.9,Yes,6959-Uwkhf,No,No,0-6 Months,New Customer,High Risk
Male,1,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,44,44,No,8720-Rqsbj,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,24.25,24.25,Yes,1334-Fjsvr,No,No,0-6 Months,New Customer,High Risk
Male,1,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,25.1,25.1,Yes,0023-Hghwl,No,No,0-6 Months,New Customer,High Risk
Male,0,No,Yes,1,No,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,24.75,24.75,Yes,4729-Xkasr,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,35.75,35.75,Yes,5378-Ikeeg,No,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,44.1,44.1,Yes,4855-Snkmy,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,36.45,36.45,Yes,3776-Ektkm,No,Yes,0-6 Months,New Customer,High Risk
Female,1,Yes,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,24.8,24.8,Yes,7932-Wptds,No,No,0-6 Months,New Customer,High Risk
Female,1,Yes,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,46,46,Yes,1976-Cfocs,No,No,0-6 Months,New Customer,High Risk
Male,0,No,Yes,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,44.4,44.4,Yes,4361-Jeivl,No,No,0-6 Months,New Customer,High Risk
Male,0,Yes,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,23.45,23.45,Yes,3797-Vtidr,No,No,0-6 Months,New Customer,High Risk
Male,1,Yes,No,1,No,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,25.05,25.05,Yes,0616-Atfgb,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,No,Electronic Check,45.3,45.3,Yes,1963-Svucv,No,No,0-6 Months,New Customer,High Risk
Male,0,No,Yes,1,No,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,25.3,25.3,Yes,7242-Qzlxf,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Dsl,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,54.65,54.65,No,0674-Eyyzv,No,Yes,0-6 Months,New Customer,High Risk
Male,0,No,Yes,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.35,74.35,Yes,8372-Juxui,Yes,No,0-6 Months,New Customer,High Risk
Male,0,No,Yes,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,71.65,71.65,Yes,8380-Pefpe,No,No,0-6 Months,New Customer,High Risk
Female,1,No,Yes,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,71,71,Yes,7409-Kiutl,No,No,0-6 Months,New Customer,High Risk
Male,0,Yes,Yes,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,68.5,68.5,Yes,6416-Tvaih,No,No,0-6 Months,New Customer,High Risk
Female,0,Yes,Yes,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.8,69.8,Yes,5134-Ikday,No,No,0-6 Months,New Customer,High Risk
Male,0,Yes,Yes,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,71,71,Yes,3422-Lyepq,No,No,0-6 Months,New Customer,High Risk
Female,0,No,Yes,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.65,69.65,Yes,4550-Evxny,No,No,0-6 Months,New Customer,High Risk
Male,0,Yes,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,No,Electronic Check,70,70,Yes,5583-Sxdag,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.1,75.1,No,1452-Voqch,Yes,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.55,69.55,Yes,1820-Tqvev,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.9,69.9,Yes,5875-Ypqfj,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,80.25,80.25,Yes,5494-Hecpr,No,Yes,0-6 Months,New Customer,High Risk
Female,1,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,79.2,79.2,Yes,6567-Hoopw,No,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.95,74.95,Yes,1157-Bqcuw,Yes,No,0-6 Months,New Customer,High Risk
Male,1,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,79.1,79.1,Yes,8580-Aecuz,No,Yes,0-6 Months,New Customer,High Risk
Female,1,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.6,69.6,Yes,8375-Dkebr,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.9,69.9,Yes,9804-Icwbg,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.05,70.05,Yes,3494-Jchrq,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,75.45,75.45,Yes,5834-Aspwa,Yes,No,0-6 Months,New Customer,High Risk
Male,1,Yes,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,No,Electronic Check,74.3,74.3,No,8775-Erlnb,Yes,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Fiber Optic,No,No,No,No,No,Month-To-Month,No,Electronic Check,71.35,71.35,Yes,3177-Lasxd,No,No,0-6 Months,New Customer,High Risk
